Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
9/20/2021 17:52:04,2nd year,Very good,100,Male,21,Hall-Mess,Single,Yes,4,Good,No,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,7
9/20/2021 17:54:04,1st year,Very good,100,Male,20,Department,Single,Yes,3,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,6
9/20/2021 17:56:05,3rd year,Normal,64,Male,22,Friend's House,Single,No,4,Normal,No,Yes,Yes,Not applicable,No,No,Neutral,No,No,6
9/20/2021 17:58:04,2nd year,Good,79,Male,21,Mosque,Single,Yes,4,Normal,No,Yes,Yes,Friends,Not applicable,No,Yes,No,No,9
9/20/2021 18:00:05,1st year,Bad,43,Male,20,Playground,Single,No,2,Bad,Yes,Yes,Yes,Family,Yes,Maybe,Neutral,Yes,Yes,4
9/20/2021 18:02:05,4th year,Very good,92,Male,23,Cousin's House,Single,Yes,5,Good,No,No,Yes,Not applicable,No,No,Yes,No,No,7
9/20/2021 18:04:05,3rd year,Very good,99,Male,22,Playground,Single,Yes,3,Normal,No,No,Yes,Not applicable,No,No,Neutral,No,Yes,10
9/20/2021 18:07:06,1st year,Good,87,Male,20,Department,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,Yes,8
9/20/2021 18:10:05,2nd year,Very bad,7,Male,21,Hall-Mess,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Maybe,Yes,Yes,Yes,6
9/20/2021 18:12:05,1st year,Very good,90,Male,20,Playground,Single,Yes,4,Good,No,Yes,Yes,Friends,No,No,Neutral,No,Yes,9
9/20/2021 18:15:05,1st year,Very bad,1,Male,20,Playground,Single,Yes,3,Bad,Yes,Yes,Yes,Friends,Not applicable,Maybe,Neutral,No,Yes,4
9/20/2021 18:17:05,2nd year,Very bad,14,Male,21,Department,Single,No,3,Bad,Yes,No,No,Family,No,Maybe,Neutral,Yes,Yes,4
9/20/2021 18:19:06,4th year,Very bad,9,Male,23,Aunt's House,Single,No,1,Normal,Yes,Yes,Yes,Friends,Not applicable,No,No,Yes,No,4
9/20/2021 18:21:06,1st year,Very bad,17,Male,20,Mosque,Single,Yes,2,Normal,Yes,No,Yes,Family,Not applicable,No,Neutral,Yes,Yes,6
9/20/2021 18:23:06,1st year,Good,89,Male,20,Restaurant,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,6
9/20/2021 18:26:07,2nd year,Bad,40,Male,21,Restaurant,Single,No,3,Good,Yes,No,No,Family,No,No,Yes,No,No,6
9/20/2021 18:28:06,4th year,Good,71,Male,23,Mosque,Single,Yes,4,Good,No,No,Yes,Not applicable,Yes,No,Neutral,No,Yes,10
9/20/2021 18:30:06,2nd year,Very good,96,Male,21,Friend's House,Single,Yes,4,Good,No,No,Yes,Friends,Not applicable,No,Yes,No,Yes,10
9/20/2021 18:33:07,4th year,Very bad,4,Male,23,Town,Single,Yes,3,Bad,Yes,No,Yes,Family,No,Maybe,Yes,No,Yes,5
9/20/2021 18:36:06,2nd year,Very good,100,Male,21,Restaurant,Single,Yes,5,Good,No,Yes,Yes,Friends,Not applicable,No,Neutral,No,Yes,7
9/20/2021 18:39:07,4th year,Good,72,Male,23,Department,Single,Yes,4,Normal,No,No,Yes,Not applicable,Not applicable,No,Yes,No,Yes,6
9/20/2021 18:41:08,2nd year,Good,70,Male,21,Sister's House,Single,Yes,4,Normal,No,Yes,Yes,Family,Not applicable,No,Neutral,No,No,9
9/20/2021 18:43:07,4th year,Good,85,Male,23,Department,Single,Yes,3,Normal,No,No,Yes,Friends,No,No,Yes,No,No,8
9/20/2021 18:46:07,4th year,Good,89,Male,23,Hall-Mess,Single,Yes,3,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,8
9/20/2021 18:48:07,2nd year,Very good,92,Male,21,Playground,Single,Yes,4,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,10
9/20/2021 18:51:07,3rd year,Very good,100,Male,22,Sister's House,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,9
9/20/2021 18:53:07,3rd year,Normal,50,Male,22,Friend's House,Single,No,3,Normal,Yes,No,Yes,Friends,Not applicable,Maybe,Yes,No,No,6
9/20/2021 18:55:08,2nd year,Bad,27,Male,21,Sister's House,Single,No,2,Bad,Yes,Yes,No,Family,No,Maybe,Yes,Yes,No,3
9/20/2021 18:57:08,2nd year,Very bad,19,Male,21,Friend's House,Single,Yes,2,Normal,Yes,Yes,Yes,Family,No,No,No,No,No,7
9/20/2021 18:59:08,4th year,Bad,49,Male,23,Tour,Single,Yes,2,Bad,Yes,Yes,No,Friends,Yes,Yes,Neutral,No,No,7
9/20/2021 19:02:08,4th year,Very good,100,Male,23,Hall-Mess,Single,Yes,5,Good,No,No,Yes,Not applicable,No,No,Yes,No,No,9
9/20/2021 19:04:08,2nd year,Normal,63,Male,21,Hall-Mess,Single,No,4,Normal,No,Yes,Yes,Family,Not applicable,No,Neutral,Yes,No,8
9/20/2021 19:07:08,1st year,Bad,33,Male,20,Department,Single,Yes,2,Good,Yes,Yes,No,Not applicable,Not applicable,No,Yes,No,No,4
9/20/2021 19:10:09,3rd year,Normal,63,Male,22,Hall-Mess,Single,Yes,3,Good,No,Yes,Yes,Family,No,No,Yes,No,No,6
9/20/2021 19:12:08,1st year,Very bad,8,Male,20,Playground,Single,Yes,3,Normal,Yes,No,No,Not applicable,Not applicable,Maybe,No,Yes,No,4
9/20/2021 19:15:09,3rd year,Bad,26,Male,22,Department,Single,No,1,Normal,Yes,Yes,Yes,Family,No,Yes,Yes,Yes,Yes,4
9/20/2021 19:18:10,4th year,Very bad,14,Male,23,Hall-Mess,Single,No,2,Good,Yes,No,Yes,Friends,Yes,Maybe,Yes,Yes,Yes,6
9/20/2021 19:21:09,2nd year,Bad,47,Male,21,Sister's House,Single,Yes,2,Good,Yes,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,6
9/20/2021 19:24:09,4th year,Bad,42,Male,23,Department,Single,Yes,1,Bad,Yes,No,Yes,Not applicable,No,No,Neutral,No,Yes,7
9/20/2021 19:26:09,3rd year,Bad,25,Male,22,Department,Single,No,2,Bad,Yes,No,No,Friends,Yes,Yes,No,Yes,Yes,4
9/20/2021 19:28:10,2nd year,Bad,36,Male,21,Sister's House,Single,Yes,2,Bad,Yes,Yes,Yes,Not applicable,Yes,Yes,Neutral,No,Yes,7
9/20/2021 19:31:09,1st year,Very bad,10,Male,20,Tour,Single,No,2,Normal,Yes,No,No,Friends,Not applicable,Maybe,Neutral,No,Yes,3
9/20/2021 19:33:10,4th year,Very good,98,Male,23,Mosque,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Yes,No,Yes,8
9/20/2021 19:35:10,2nd year,Good,88,Male,21,Mosque,Single,Yes,3,Normal,No,Yes,Yes,Family,No,No,Neutral,No,Yes,10
9/20/2021 19:38:10,1st year,Normal,54,Male,20,Tour,Single,No,3,Normal,Yes,No,No,Not applicable,Yes,Maybe,Yes,No,Yes,8
9/20/2021 19:41:09,3rd year,Good,76,Male,22,Cousin's House,Single,Yes,5,Good,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,10
9/20/2021 19:43:10,2nd year,Very good,94,Male,21,Friend's House,Single,Yes,4,Normal,No,Yes,Yes,Friends,Yes,No,Yes,No,No,8
9/20/2021 19:46:11,1st year,Very good,95,Male,20,Friend's House,Single,Yes,3,Good,No,Yes,Yes,Family,Yes,No,Yes,No,No,6
9/20/2021 19:49:10,3rd year,Normal,52,Male,22,Aunt's House,Single,Yes,5,Good,Yes,Yes,Yes,Family,Yes,Maybe,Neutral,Yes,Yes,8
9/20/2021 19:52:11,2nd year,Very good,93,Male,21,Sister's House,Single,Yes,5,Good,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,9
9/20/2021 19:55:11,1st year,Very good,91,Male,20,Town,Single,Yes,3,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,6
9/20/2021 19:57:11,3rd year,Very good,94,Male,22,Tour,Single,Yes,3,Good,No,No,Yes,Family,Not applicable,No,Neutral,No,No,6
9/20/2021 19:59:11,3rd year,Normal,62,Male,22,Town,Single,Yes,4,Good,Yes,Yes,No,Not applicable,Not applicable,No,Yes,No,No,6
9/20/2021 20:01:11,1st year,Good,74,Male,20,Mosque,Single,Yes,5,Normal,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,6
9/20/2021 20:03:11,2nd year,Normal,54,Male,21,Mosque,Single,Yes,4,Good,Yes,Yes,Yes,Not applicable,Not applicable,No,Yes,Yes,No,6
9/20/2021 20:05:11,4th year,Very good,100,Male,23,Home,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Yes,No,No,10
9/20/2021 20:07:11,3rd year,Bad,23,Male,22,Playground,Single,No,2,Bad,Yes,No,No,Family,No,No,No,No,No,6
9/20/2021 20:09:11,2nd year,Bad,49,Male,21,Tour,Single,No,3,Normal,Yes,No,Yes,Not applicable,No,Yes,No,No,Yes,6
9/20/2021 20:12:11,3rd year,Good,85,Male,22,Playground,Single,Yes,5,Good,No,No,Yes,Not applicable,No,No,Neutral,No,No,8
9/20/2021 20:15:11,3rd year,Normal,58,Male,22,Mosque,Single,Yes,4,Normal,Yes,Yes,No,Family,Yes,No,Neutral,Yes,No,8
9/20/2021 20:18:13,3rd year,Very bad,19,Male,22,Hall-Mess,Single,No,2,Normal,Yes,No,No,Family,No,No,Yes,Yes,Yes,7
9/20/2021 20:20:11,2nd year,Very good,92,Male,21,Tour,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,No,8
9/20/2021 20:22:13,2nd year,Good,81,Male,21,Home,Single,Yes,3,Normal,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,6
9/20/2021 20:24:12,2nd year,Normal,50,Male,21,Mosque,Single,Yes,5,Normal,Yes,No,No,Family,Yes,No,Yes,No,Yes,6
9/20/2021 20:27:12,4th year,Bad,26,Male,23,Town,Single,Yes,2,Good,Yes,No,No,Not applicable,Not applicable,Maybe,Yes,Yes,No,7
9/20/2021 20:29:12,3rd year,Bad,31,Male,22,Town,Single,No,3,Bad,Yes,Yes,Yes,Friends,Yes,Yes,Neutral,Yes,No,5
9/20/2021 20:31:12,1st year,Normal,66,Male,20,Restaurant,Single,No,5,Good,No,No,Yes,Family,Not applicable,No,Neutral,No,No,7
9/20/2021 20:34:12,4th year,Normal,58,Male,23,Restaurant,Single,Yes,5,Good,Yes,Yes,No,Not applicable,Yes,Maybe,Neutral,Yes,Yes,8
9/20/2021 20:36:13,1st year,Normal,67,Male,20,Mosque,Single,Yes,4,Normal,Yes,Yes,No,Family,Not applicable,Maybe,Yes,No,No,8
9/20/2021 20:38:12,4th year,Very good,100,Male,23,Aunt's House,Single,Yes,3,Normal,No,No,Yes,Friends,No,No,Yes,No,Yes,8
9/20/2021 20:40:13,3rd year,Bad,26,Male,22,Friend's House,Single,Yes,3,Good,Yes,Yes,No,Not applicable,Not applicable,No,Neutral,No,No,6
9/20/2021 20:42:13,2nd year,Good,89,Male,21,Playground,Single,Yes,5,Normal,No,No,Yes,Family,Yes,No,Neutral,No,Yes,10
9/20/2021 20:44:13,4th year,Very bad,5,Male,23,Restaurant,Single,Yes,3,Bad,Yes,No,Yes,Friends,Yes,No,Yes,Yes,Yes,7
9/20/2021 20:46:13,2nd year,Normal,51,Male,21,Tour,Single,No,4,Normal,No,Yes,Yes,Friends,Yes,Maybe,Neutral,No,Yes,6
9/20/2021 20:49:14,3rd year,Very bad,1,Male,22,Restaurant,Single,No,1,Normal,Yes,No,No,Friends,Not applicable,Yes,Neutral,Yes,Yes,3
9/20/2021 20:52:13,2nd year,Bad,35,Male,21,Home,Single,Yes,1,Normal,Yes,No,Yes,Not applicable,Not applicable,Yes,Neutral,Yes,No,3
9/20/2021 20:55:14,1st year,Bad,42,Male,20,Sister's House,Single,Yes,1,Normal,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No,5
9/20/2021 20:57:15,2nd year,Bad,39,Male,21,Town,Single,Yes,2,Normal,Yes,No,No,Not applicable,Not applicable,Maybe,No,Yes,No,6
9/20/2021 21:00:14,4th year,Very good,99,Male,23,Home,Single,Yes,4,Normal,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,7
9/20/2021 21:03:14,3rd year,Good,83,Male,22,Hall-Mess,Single,Yes,4,Good,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,8
9/20/2021 21:05:14,2nd year,Normal,54,Male,21,Aunt's House,Single,No,4,Normal,Yes,No,Yes,Not applicable,Not applicable,Maybe,Yes,No,Yes,6
9/20/2021 21:07:14,2nd year,Bad,41,Male,21,Tour,Single,No,2,Normal,Yes,No,Yes,Family,No,Maybe,Neutral,No,Yes,5
9/20/2021 21:09:14,4th year,Normal,60,Male,23,Tour,Single,No,4,Good,Yes,Yes,Yes,Friends,Not applicable,No,Neutral,Yes,No,8
9/20/2021 21:11:15,2nd year,Good,70,Male,21,Department,Single,Yes,3,Good,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,6
9/20/2021 21:14:15,3rd year,Good,79,Male,22,Home,Single,Yes,3,Normal,No,Yes,Yes,Friends,Not applicable,No,Yes,No,No,9
9/20/2021 21:16:15,2nd year,Normal,69,Male,21,Tour,Single,No,4,Good,No,Yes,Yes,Family,No,Maybe,Neutral,Yes,No,8
9/20/2021 21:18:15,1st year,Very good,97,Male,20,Aunt's House,Single,Yes,4,Good,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,7
9/20/2021 21:21:15,4th year,Normal,56,Male,23,Town,Single,Yes,4,Good,Yes,No,Yes,Family,No,Maybe,Yes,No,Yes,7
9/20/2021 21:23:16,2nd year,Normal,60,Male,21,Town,Single,No,3,Good,No,No,No,Not applicable,Yes,Maybe,Yes,Yes,No,8
9/20/2021 21:25:16,4th year,Bad,40,Male,23,Playground,Single,No,3,Normal,Yes,No,Yes,Friends,Yes,No,Neutral,No,Yes,5
9/20/2021 21:27:16,4th year,Bad,45,Male,23,Hall-Mess,Single,Yes,3,Bad,Yes,No,No,Friends,Yes,Maybe,Neutral,No,No,7
9/20/2021 21:29:16,4th year,Very good,92,Male,23,Cousin's House,Single,Yes,5,Good,No,Yes,Yes,Friends,Not applicable,No,Yes,No,Yes,10
9/20/2021 21:31:16,4th year,Normal,53,Male,23,Tour,Single,No,5,Normal,No,No,Yes,Not applicable,Not applicable,Maybe,Yes,Yes,No,8
9/20/2021 21:33:16,2nd year,Very bad,4,Male,21,Aunt's House,Single,No,3,Good,Yes,No,No,Friends,Not applicable,Maybe,No,No,No,5
9/20/2021 21:35:17,2nd year,Normal,50,Male,21,Hall-Mess,Single,Yes,4,Normal,No,No,Yes,Family,Yes,No,Neutral,No,No,7
9/20/2021 21:38:17,1st year,Very good,91,Male,20,Friend's House,Single,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,9
9/20/2021 21:41:17,3rd year,Bad,48,Male,22,Cousin's House,Single,Yes,3,Bad,Yes,Yes,Yes,Not applicable,No,No,No,No,No,3
9/20/2021 21:44:17,1st year,Very good,96,Male,20,Sister's House,Single,Yes,5,Good,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,10
9/20/2021 21:47:17,1st year,Very good,92,Male,20,Sister's House,Single,Yes,5,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Yes,No,Yes,7
9/20/2021 21:50:18,4th year,Good,81,Male,23,Aunt's House,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,No,9
9/20/2021 21:52:18,3rd year,Normal,69,Male,22,Aunt's House,Single,Yes,3,Normal,Yes,No,Yes,Friends,No,Maybe,Yes,No,Yes,8
9/20/2021 21:55:18,1st year,Very good,94,Male,20,Department,Single,Yes,3,Normal,No,Yes,Yes,Family,Yes,No,Yes,No,No,8
9/20/2021 21:58:18,4th year,Very good,93,Male,23,Aunt's House,Single,Yes,5,Normal,No,No,Yes,Friends,Yes,No,Yes,No,Yes,9
9/20/2021 22:01:18,2nd year,Very bad,10,Male,21,Friend's House,Single,No,2,Normal,Yes,No,Yes,Friends,Not applicable,No,Yes,No,No,5
9/20/2021 22:03:18,1st year,Good,73,Male,20,Aunt's House,Single,Yes,4,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,Yes,10
9/20/2021 22:05:18,1st year,Normal,57,Male,20,Hall-Mess,Single,Yes,5,Normal,No,Yes,No,Friends,Yes,Maybe,Neutral,No,No,6
9/20/2021 22:07:18,3rd year,Very bad,6,Male,22,Restaurant,Single,Yes,2,Normal,Yes,No,Yes,Not applicable,Not applicable,No,No,Yes,No,3
9/20/2021 22:10:19,2nd year,Very good,100,Male,21,Sister's House,Single,Yes,3,Good,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,7
9/20/2021 22:12:19,3rd year,Normal,57,Male,22,Department,Single,No,4,Normal,No,Yes,Yes,Family,No,Maybe,Yes,No,Yes,8
9/20/2021 22:15:19,3rd year,Good,88,Male,22,Department,Single,Yes,3,Normal,No,No,Yes,Family,Not applicable,No,Neutral,No,Yes,8
9/20/2021 22:18:19,4th year,Good,78,Male,23,Restaurant,Single,Yes,4,Normal,No,No,Yes,Not applicable,Yes,No,Neutral,No,No,7
9/20/2021 22:20:19,3rd year,Bad,31,Male,22,Playground,Single,No,2,Bad,Yes,No,No,Friends,Yes,Yes,Neutral,Yes,No,4
9/20/2021 22:23:21,3rd year,Very good,97,Male,22,Home,Single,Yes,5,Normal,No,Yes,Yes,Not applicable,No,No,Neutral,No,No,10
9/20/2021 22:26:19,4th year,Good,82,Male,23,Home,Single,Yes,5,Good,No,Yes,Yes,Not applicable,Not applicable,No,Yes,No,Yes,7
9/20/2021 22:28:20,3rd year,Good,77,Male,22,Hall-Mess,Single,Yes,3,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,No,7
9/20/2021 22:30:20,3rd year,Normal,54,Male,22,Home,Single,No,4,Normal,Yes,No,No,Not applicable,Yes,No,Neutral,No,No,6
9/20/2021 22:34:28,3rd year,Very good,91,Male,22,Town,Single,Yes,3,Good,No,No,Yes,Family,No,No,Neutral,No,No,7
9/20/2021 22:36:28,1st year,Bad,32,Male,20,Home,Single,No,3,Bad,Yes,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,6
9/20/2021 22:38:29,1st year,Very good,95,Male,20,Tour,Single,Yes,5,Normal,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,7
9/20/2021 22:41:30,3rd year,Bad,48,Male,22,Restaurant,Single,No,1,Good,Yes,Yes,No,Friends,Not applicable,Maybe,No,Yes,Yes,3
9/20/2021 22:43:29,3rd year,Good,70,Male,22,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,6
9/20/2021 22:46:29,3rd year,Very good,98,Male,22,Friend's House,Single,Yes,5,Normal,No,No,Yes,Not applicable,Yes,No,Yes,No,No,10
9/20/2021 22:48:30,4th year,Good,70,Male,23,Tour,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Yes,No,Yes,6
9/20/2021 22:50:30,2nd year,Bad,27,Male,21,Playground,Single,Yes,3,Bad,Yes,Yes,No,Family,Yes,Maybe,Neutral,No,Yes,7
9/20/2021 22:52:29,3rd year,Bad,39,Male,22,Mosque,Single,No,1,Normal,Yes,No,No,Friends,Not applicable,No,No,No,No,4
9/20/2021 22:55:30,2nd year,Normal,66,Male,21,Cousin's House,Single,Yes,5,Normal,Yes,Yes,Yes,Not applicable,Yes,Maybe,Neutral,Yes,No,8
9/20/2021 22:57:30,3rd year,Very bad,11,Male,22,Friend's House,Single,Yes,3,Good,Yes,Yes,No,Friends,No,Maybe,No,No,No,6
9/20/2021 22:59:30,2nd year,Good,89,Male,21,Mosque,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,No,9
9/20/2021 23:01:30,1st year,Very bad,9,Male,20,Hall-Mess,Single,Yes,2,Normal,Yes,Yes,No,Not applicable,Yes,Yes,Neutral,No,Yes,3
9/20/2021 23:03:30,1st year,Bad,48,Male,20,Playground,Single,Yes,1,Bad,Yes,Yes,No,Not applicable,No,Maybe,No,Yes,No,3
9/20/2021 23:05:30,3rd year,Bad,36,Male,22,Mosque,Single,Yes,3,Bad,Yes,Yes,No,Not applicable,Not applicable,Maybe,Neutral,No,No,5
9/20/2021 23:08:31,2nd year,Normal,61,Male,21,Sister's House,Single,Yes,3,Normal,Yes,No,No,Not applicable,Not applicable,Maybe,Yes,Yes,No,6
9/20/2021 23:10:31,3rd year,Good,80,Male,22,Town,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,No,8
9/20/2021 23:12:30,3rd year,Bad,41,Male,22,Restaurant,Single,No,1,Good,Yes,Yes,Yes,Family,Yes,Yes,Yes,Yes,No,5
9/20/2021 23:14:30,3rd year,Very good,99,Male,22,Cousin's House,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,10
9/20/2021 23:16:31,1st year,Normal,69,Male,20,Town,Single,No,3,Normal,Yes,Yes,Yes,Not applicable,Yes,Maybe,Neutral,No,Yes,7
9/20/2021 23:18:31,2nd year,Normal,66,Male,21,Hall-Mess,Single,Yes,3,Normal,Yes,Yes,No,Family,Yes,No,Neutral,No,No,7
9/20/2021 23:20:31,3rd year,Normal,61,Male,22,Aunt's House,Single,No,3,Normal,Yes,No,No,Friends,Yes,No,Neutral,No,Yes,8
9/20/2021 23:23:31,1st year,Very bad,4,Male,20,Sister's House,Single,No,2,Normal,Yes,No,No,Family,No,Maybe,Neutral,Yes,No,5
9/20/2021 23:25:31,4th year,Very good,92,Male,23,Restaurant,Single,Yes,5,Normal,No,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,6
9/20/2021 23:27:32,3rd year,Good,81,Male,22,Department,Single,Yes,5,Good,No,Yes,Yes,Friends,Not applicable,No,Yes,No,Yes,8
9/20/2021 23:30:32,2nd year,Very good,97,Male,21,Restaurant,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,No,8
9/20/2021 23:33:32,3rd year,Good,79,Male,22,Tour,Single,Yes,4,Good,No,Yes,Yes,Friends,Not applicable,No,Yes,No,No,8
9/20/2021 23:36:32,1st year,Very good,99,Male,20,Friend's House,Single,Yes,4,Good,No,No,Yes,Family,No,No,Yes,No,Yes,9
9/20/2021 23:39:32,4th year,Bad,31,Male,23,Hall-Mess,Single,No,1,Good,Yes,Yes,Yes,Friends,Not applicable,No,Yes,Yes,Yes,6
9/20/2021 23:42:32,3rd year,Very bad,6,Male,22,Sister's House,Single,Yes,3,Good,Yes,No,No,Family,No,No,Yes,No,Yes,3
9/20/2021 23:44:32,1st year,Normal,52,Male,20,Town,Single,No,3,Normal,Yes,Yes,Yes,Friends,No,No,Yes,No,Yes,6
9/20/2021 23:46:33,4th year,Very bad,1,Male,23,Mosque,Single,No,1,Bad,Yes,No,Yes,Not applicable,No,Maybe,No,Yes,No,6
9/20/2021 23:49:33,3rd year,Good,79,Male,22,Playground,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Neutral,No,No,7
9/20/2021 23:51:32,1st year,Good,73,Male,20,Hall-Mess,Single,Yes,5,Normal,No,No,Yes,Friends,Yes,No,Yes,No,Yes,9
9/20/2021 23:53:32,3rd year,Very bad,8,Male,22,Mosque,Single,No,1,Good,Yes,No,No,Family,Yes,Maybe,Neutral,No,No,5
9/20/2021 23:55:33,2nd year,Very bad,15,Male,21,Playground,Single,Yes,2,Normal,Yes,No,Yes,Not applicable,No,Yes,Neutral,No,No,7
9/20/2021 23:58:33,3rd year,Bad,46,Male,22,Home,Single,Yes,2,Normal,Yes,No,Yes,Friends,Yes,Yes,No,No,Yes,7
9/21/2021 0:00:34,1st year,Normal,50,Male,20,Friend's House,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Neutral,Yes,Yes,8
9/21/2021 0:02:34,2nd year,Normal,54,Male,21,Hall-Mess,Single,No,5,Good,No,No,Yes,Not applicable,Yes,No,Yes,Yes,No,8
9/21/2021 0:04:34,4th year,Normal,68,Male,23,Sister's House,Single,Yes,5,Normal,No,Yes,No,Friends,Yes,Maybe,Neutral,No,No,6
9/21/2021 0:07:34,3rd year,Bad,44,Male,22,Mosque,Single,Yes,1,Bad,Yes,No,Yes,Family,Yes,Yes,Neutral,Yes,Yes,3
9/21/2021 0:10:34,1st year,Very good,91,Male,20,Sister's House,Single,Yes,4,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,10
9/21/2021 0:12:34,2nd year,Very good,90,Male,21,Aunt's House,Single,Yes,4,Good,No,Yes,Yes,Family,Yes,No,Neutral,No,No,8
9/21/2021 0:14:34,1st year,Bad,30,Male,20,Hall-Mess,Single,Yes,3,Normal,Yes,No,No,Not applicable,Yes,Maybe,Yes,Yes,No,7
9/21/2021 0:16:34,1st year,Very good,99,Male,20,Hall-Mess,Single,Yes,3,Normal,No,Yes,Yes,Family,Yes,No,Neutral,No,Yes,10
9/21/2021 0:19:35,2nd year,Very bad,16,Male,21,Hall-Mess,Single,No,3,Bad,Yes,Yes,No,Family,Not applicable,Yes,Neutral,No,No,3
9/21/2021 0:21:34,4th year,Good,81,Male,23,Tour,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Yes,No,Yes,9
9/21/2021 0:24:34,4th year,Good,78,Male,23,Town,Single,Yes,4,Good,No,No,Yes,Friends,No,No,Yes,No,No,10
9/21/2021 0:26:36,4th year,Good,83,Male,23,Cousin's House,Single,Yes,4,Good,No,Yes,Yes,Family,No,No,Neutral,No,Yes,9
9/21/2021 0:28:34,3rd year,Bad,42,Male,22,Restaurant,Single,Yes,2,Good,Yes,Yes,No,Not applicable,No,Maybe,No,Yes,Yes,7
9/21/2021 0:30:35,1st year,Normal,50,Male,20,Hall-Mess,Single,No,5,Good,Yes,Yes,No,Friends,No,Maybe,Neutral,No,No,6
9/21/2021 0:33:35,2nd year,Normal,64,Male,21,Friend's House,Single,Yes,3,Good,Yes,No,No,Family,Not applicable,Maybe,Yes,No,Yes,7
9/21/2021 0:35:35,1st year,Very bad,18,Male,20,Aunt's House,Single,Yes,1,Good,Yes,No,Yes,Friends,Yes,Maybe,Neutral,Yes,No,4
9/21/2021 0:38:36,4th year,Bad,44,Male,23,Friend's House,Single,No,2,Bad,Yes,Yes,No,Not applicable,No,Maybe,Neutral,No,Yes,7
9/21/2021 0:40:36,2nd year,Very good,97,Male,21,Mosque,Single,Yes,4,Normal,No,No,Yes,Not applicable,No,No,Yes,No,Yes,8
9/21/2021 0:42:36,4th year,Very good,95,Male,23,Town,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,6
9/21/2021 0:45:36,1st year,Very good,91,Male,20,Cousin's House,Single,Yes,3,Good,No,Yes,Yes,Family,No,No,Neutral,No,Yes,8
9/21/2021 0:47:36,4th year,Very good,94,Male,23,Playground,Single,Yes,5,Good,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,8
